subj,metric,time_ms,beta_uV
s4,G,620.0,-0.11770878059516263
s4,G,640.0,-0.04740063650593673
s4,G,660.0,0.0009659075007518204
s4,G,680.0,-0.028680022418848934
s4,G,700.0,-0.03956189587032514
s4,G,720.0,-0.03650877534930161
s4,G,740.0,-0.06425084830730844
s4,G,760.0,-0.04193044810814873
s4,G,780.0,-0.05185030243608453
s4,G,800.0,-0.10398294769767043
s4,G,820.0,-0.1090045204618416
s4,G,840.0,-0.10478744664320801
s4,G,860.0,-0.11261173806600286
s4,G,880.0,-0.08392349983932797
s4,G,900.0,-0.04851347257322009
s4,G,920.0,-0.009009996871669396
s4,G,940.0,0.0232083108860915
s4,G,960.0,0.01485782103676371
s4,G,980.0,0.006157204787017867
s4,A,0.0,-0.0061797268638458525
s4,A,20.0,0.0006657597250714145
s4,A,40.0,0.005912016088681089
s4,A,60.0,0.0516755593276151
s4,A,80.0,0.0793445285265641
s4,A,100.0,0.01967607463465143
s4,A,120.0,0.028101992817445708
s4,A,140.0,0.015543199770385246
s4,A,160.0,-0.04743713213612057
s4,A,180.0,-0.1184006189678263
s4,A,200.0,-0.13093598057997835
s4,A,220.0,-0.011122184652851272
s4,A,240.0,0.037335375612969575
s4,A,260.0,0.041210584072919165
s4,A,280.0,0.018589089922922537
s4,A,300.0,0.0025725332200246167
s4,A,320.0,0.02437863750352286
s4,A,340.0,0.03829382826793526
s4,A,360.0,0.10214253361750919
s4,A,380.0,0.18250671740144594
s4,A,400.0,0.143115754291831
s4,A,420.0,0.15691855916636044
s4,A,440.0,0.08002022751403948
s4,A,460.0,0.03036511163222573
s4,A,480.0,0.06939257869103496
s4,A,500.0,0.1436754128625538
s4,A,520.0,0.15271642155535298
s4,A,540.0,0.10338547329510481
s4,A,560.0,0.06060201090570132
s4,A,580.0,0.07503523073980793
s4,A,600.0,0.11486579440006078
s4,A,620.0,0.13587543941502914
s4,A,640.0,0.11219017276629276
s4,A,660.0,0.05072856414196063
s4,A,680.0,0.07394183303826951
s4,A,700.0,0.13539796177556174
s4,A,720.0,0.13418111287211157
s4,A,740.0,0.08626512720510146
s4,A,760.0,0.09920133655163446
s4,A,780.0,0.07836984819644019
s4,A,800.0,0.06780839811641702
s4,A,820.0,0.0578510828278479
s4,A,840.0,0.05768293161739363
s4,A,860.0,0.010187581955801592
s4,A,880.0,-0.02424107097399518
s4,A,900.0,-0.033655666002632964
s4,A,920.0,-0.04518367255123419
s4,A,940.0,-0.06920483827778076
s4,A,960.0,-0.08950785369689372
s4,A,980.0,-0.0732358537329299
s4,I,0.0,0.010229466694282291
s4,I,20.0,-0.013490479977452785
s4,I,40.0,-0.09887647255466754
s4,I,60.0,-0.14113117378426696
s4,I,80.0,-0.1663055989983237
s4,I,100.0,-0.09659891011792673
s4,I,120.0,-0.14242302016354966
s4,I,140.0,-0.13593025501405082
s4,I,160.0,-0.004381855505009177
s4,I,180.0,0.06057281661752555
s4,I,200.0,0.09363149823358263
s4,I,220.0,0.010655594520481815
s4,I,240.0,-0.09247182996103907
s4,I,260.0,-0.15806228438824946
s4,I,280.0,-0.10277231468084844
s4,I,300.0,-0.07054105933303331
s4,I,320.0,-0.09203097659880262
s4,I,340.0,-0.07853228682315794
s4,I,360.0,-0.17423060102839422
s4,I,380.0,-0.19237171848188894
s4,I,400.0,-0.1111712077711658
s4,I,420.0,-0.06939341391247805
s4,I,440.0,-0.03151178577414866
s4,I,460.0,0.05358856183352938
s4,I,480.0,0.04037636655802899
s4,I,500.0,0.011005319490864427
s4,I,520.0,-0.07812623176590577
s4,I,540.0,-0.0257168737029784
s4,I,560.0,0.07513016866063163
s4,I,580.0,0.1885545577203228
s4,I,600.0,0.13405975591381322
s4,I,620.0,0.04160443446381292
s4,I,640.0,0.0487237687450669
s4,I,660.0,0.1485432624077231
s4,I,680.0,0.18219723748437083
s4,I,700.0,0.03184710428991769
s4,I,720.0,-0.027432180096320903
s4,I,740.0,-0.010390328512226155
s4,I,760.0,0.0016552215659201563
s4,I,780.0,0.02584830208998022
s4,I,800.0,0.04213745066162186
s4,I,820.0,0.09470128906694761
s4,I,840.0,0.11020743695489038
s4,I,860.0,0.14563419508737835
s4,I,880.0,0.16650619951057222
s4,I,900.0,0.1407247393579602
s4,I,920.0,0.15839933766608397
s4,I,940.0,0.1531810934528703
s4,I,960.0,0.27079118253529494
s4,I,980.0,0.2627032256559437
s6,G,0.0,-0.15115702775460466
s6,G,20.0,-0.2308416197338758
s6,G,40.0,0.011951106698520064
s6,G,60.0,0.07555360525967102
s6,G,80.0,-0.02668120237533579
s6,G,100.0,-0.07043911593871793
s6,G,120.0,0.14204691736139857
s6,G,140.0,0.14899233860578018
s6,G,160.0,0.06269761910161897
s6,G,180.0,0.0030314478486403104
s6,G,200.0,0.11920660498262753
s6,G,220.0,0.08698308064672522
s6,G,240.0,0.028505828928498456
s6,G,260.0,-0.0013173871680805527
s6,G,280.0,-0.06102762607255518
s6,G,300.0,-0.05256100915506447
s6,G,320.0,-0.11259570578536562
s6,G,340.0,-0.004184497052301034
s6,G,360.0,0.10463415890230056
s6,G,380.0,0.12530737772296832
s6,G,400.0,0.20330479122985776
s6,G,420.0,0.3379686848724133
s6,G,440.0,0.2429862374008945
s6,G,460.0,0.17515337275151244
s6,G,480.0,0.30328462219789476
s6,G,500.0,0.14480560582792767
s6,G,520.0,0.1666715105020316
s6,G,540.0,0.06400959385459032
s6,G,560.0,-0.028056444857015722
s6,G,580.0,-0.16986982585228663
s6,G,600.0,-0.3280753338997498
s6,G,620.0,-0.29862600103630177
s6,G,640.0,-0.09743594697538988
s6,G,660.0,-0.02699573121557866
s6,G,680.0,-0.05189488802201933
s6,G,700.0,0.024974351260252672
s6,G,720.0,0.17167092084544777
s6,G,740.0,0.2215196463348343
s6,G,760.0,-0.10412936944698943
s6,G,780.0,-0.17331301927102896
s6,G,800.0,0.13101245243001097
s6,G,820.0,0.11266488530447145
s6,G,840.0,0.0005714304661163239
s6,G,860.0,-0.023066178127562897
s6,G,880.0,-0.06255410353290615
s6,G,900.0,0.032550671883667524
s6,G,920.0,-0.1130507154112513
s6,G,940.0,-0.24196525903827754
s6,G,960.0,-0.05787193379903029
s6,G,980.0,0.05849279715349308
s6,A,0.0,-0.22976847455066174
s6,A,20.0,-0.1031900234227483
s6,A,40.0,-0.13466012373763367
s6,A,60.0,0.0013003701862323302
s6,A,80.0,0.16861784574571737
s6,A,100.0,-0.042050982856039004
s6,A,120.0,-0.15264214080933464
s6,A,140.0,-0.08840580414342679
s6,A,160.0,-0.10846713843400871
s6,A,180.0,-0.1420954898496948
s6,A,200.0,-0.06839140671103275
s6,A,220.0,0.11642499684710911
s6,A,240.0,0.17847796821298928
s6,A,260.0,0.1208337684653249
s6,A,280.0,0.15361819834339052
s6,A,300.0,0.24953419293465884
s6,A,320.0,0.22101074131398468
s6,A,340.0,0.017078682026142128
s6,A,360.0,0.1768661237324121
s6,A,380.0,0.24532194877687097
s6,A,400.0,0.16351839435254145
s6,A,420.0,-0.09452326354740084
s6,A,440.0,-0.18362003523834874
s6,A,460.0,0.012676997891044123
s6,A,480.0,-0.06108697156209732
s6,A,500.0,-0.1793498992947089
s6,A,520.0,-0.2616262387681719
s6,A,540.0,-0.14434876581885928
s6,A,560.0,-0.1670352389514009
s6,A,580.0,-0.023164775778163532
s6,A,600.0,-0.017073530740085545
s6,A,620.0,0.0840901702073246
s6,A,640.0,0.05635338556005909
s6,A,660.0,-0.17557486421440407
s6,A,680.0,-0.03151973493231784
s6,A,700.0,0.051298866197488746
s6,A,720.0,0.04356274404603773
s6,A,740.0,-0.12393485251894988
s6,A,760.0,-0.036243202976195904
s6,A,780.0,0.21317253050196597
s6,A,800.0,0.2812450071744016
s6,A,820.0,0.3871879888590448
s6,A,840.0,0.27285960268129844
s6,A,860.0,0.298554508339849
s6,A,880.0,0.35682010174613105
s6,A,900.0,0.2369403708234029
s6,A,920.0,0.4121038472118357
s6,A,940.0,0.379003220992636
s6,A,960.0,0.3083175617238446
s6,A,980.0,0.2127765374900562
s6,I,0.0,0.23496766676044914
s6,I,20.0,0.251810696311932
s6,I,40.0,0.22279755819678487
s6,I,60.0,-0.17247550562195216
s6,I,80.0,-0.30977551737787573
s6,I,100.0,-0.15511529579044953
s6,I,120.0,-0.09278864598582968
s6,I,140.0,0.002524258085366979
s6,I,160.0,-0.09544864128846392
s6,I,180.0,-0.08429387603376298
s6,I,200.0,0.13448745816851276
s6,I,220.0,0.03813191041936631
s6,I,240.0,-0.1727191130882355
s6,I,260.0,-0.07558536821656872
s6,I,280.0,-0.09881101190567643
s6,I,300.0,-0.05765464403462375
s6,I,320.0,-0.21754686990164807
s6,I,340.0,-0.02775189639117126
s6,I,360.0,0.005399587238675799
s6,I,380.0,-0.031027008387109756
s6,I,400.0,-0.047086768299041404
s6,I,420.0,-0.04335201083568037
s6,I,440.0,0.16286656222989318
s6,I,460.0,0.3156451272791288
s6,I,480.0,0.11993658185248846
s6,I,500.0,0.01484079027533193
s6,I,520.0,0.1864889068199831
s6,I,540.0,0.19189662854164208
s6,I,560.0,0.07812499809615168
s6,I,580.0,0.11715028436838197
s6,I,600.0,0.17286178253618045
s6,I,620.0,0.09219961324859924
s6,I,640.0,-0.06968348141928658
s6,I,660.0,0.16159969171057664
s6,I,680.0,0.11488825034040154
s6,I,700.0,-0.027063853948461836
s6,I,720.0,-0.17624253677499613
s6,I,740.0,-0.3445035404832422
s6,I,760.0,-0.044584963312914005
s6,I,780.0,-0.20290485684881981
s6,I,800.0,-0.5196624576658365
s6,I,820.0,-0.6436837720875493
s6,I,840.0,-0.6647182281987986
s6,I,860.0,-0.5402289576760146
s6,I,880.0,-0.3082120119058269
s6,I,900.0,-0.22144311403103967
s6,I,920.0,-0.3794312020147581
s6,I,940.0,-0.10961536582830397
s6,I,960.0,0.2071113771446108
s6,I,980.0,0.4213362504837891
s7,G,0.0,-0.39563946828601076
s7,G,20.0,-0.3353877338017748
s7,G,40.0,-0.32736815894418797
s7,G,60.0,-0.3336115782781611
s7,G,80.0,-0.34578174762373853
